question_id,question,comment,date_created,source
58,I had my first chemo treatment on Tuesday . They also gave me Neulasta. Apparently for me at least this is the drug from hell. I ended up at the ER last. Fight with severe pain in my left lower lobe where the cancer is and feeling overall pain in general . They did a CT and it showed that during my lung surgery apparently they broke a rib ? The Neulasta produces large amounts of white blood cells and with the bone being broke it was pushing them into my chest cavity and causing pain to the 9th degree. Anyone else had experience with Neulasta? Also my chemo is taxol and carboplatin . Anyone have opinions on these drugs ? Hair loss? Sickness?,My doctor told me to take clariton afer neulasts for severe bone pain!!!,2019-05-10 0:00:00,Facebook
58,I had my first chemo treatment on Tuesday . They also gave me Neulasta. Apparently for me at least this is the drug from hell. I ended up at the ER last. Fight with severe pain in my left lower lobe where the cancer is and feeling overall pain in general . They did a CT and it showed that during my lung surgery apparently they broke a rib ? The Neulasta produces large amounts of white blood cells and with the bone being broke it was pushing them into my chest cavity and causing pain to the 9th degree. Anyone else had experience with Neulasta? Also my chemo is taxol and carboplatin . Anyone have opinions on these drugs ? Hair loss? Sickness?,"I had two kinds of cancer (2 right side lobes) microscopically removed then found in the lung lymph node. I had both chemo drugs. No neulasta. Before they give u them they give u benedryl, nausea med and a steroid. I didn't have any nausea from the chemo but I did sometimes from the radiation. After each chemo treatment I felt weaker. The last two I was extremely weak. I didn't start to lose my hair until the forth treatment and two months later I'm still losing it. Thick hair and delayed reaction. The oncologist said I did extremely well. Cancer gone. I hope u do well. Prayers",2019-05-10 0:00:00,Facebook
58,I had my first chemo treatment on Tuesday . They also gave me Neulasta. Apparently for me at least this is the drug from hell. I ended up at the ER last. Fight with severe pain in my left lower lobe where the cancer is and feeling overall pain in general . They did a CT and it showed that during my lung surgery apparently they broke a rib ? The Neulasta produces large amounts of white blood cells and with the bone being broke it was pushing them into my chest cavity and causing pain to the 9th degree. Anyone else had experience with Neulasta? Also my chemo is taxol and carboplatin . Anyone have opinions on these drugs ? Hair loss? Sickness?,I was on Neulasta after breast cancer chemo and I thought it helped me immensely. I’m sorry it had negative side effects for you.,2019-05-10 0:00:00,Facebook
58,I had my first chemo treatment on Tuesday . They also gave me Neulasta. Apparently for me at least this is the drug from hell. I ended up at the ER last. Fight with severe pain in my left lower lobe where the cancer is and feeling overall pain in general . They did a CT and it showed that during my lung surgery apparently they broke a rib ? The Neulasta produces large amounts of white blood cells and with the bone being broke it was pushing them into my chest cavity and causing pain to the 9th degree. Anyone else had experience with Neulasta? Also my chemo is taxol and carboplatin . Anyone have opinions on these drugs ? Hair loss? Sickness?,Two of my ribs were broken for the left upper lobectomy. Still have pain from that. I had the Neulasta shot the next day after chemo treatments or the breast cancer I went through prior to the lung cancer. Taxotere and Cytoxen were the chemo combination. Still had bone pain. I hope your pain gets better.,2019-05-10 0:00:00,Facebook
58,I had my first chemo treatment on Tuesday . They also gave me Neulasta. Apparently for me at least this is the drug from hell. I ended up at the ER last. Fight with severe pain in my left lower lobe where the cancer is and feeling overall pain in general . They did a CT and it showed that during my lung surgery apparently they broke a rib ? The Neulasta produces large amounts of white blood cells and with the bone being broke it was pushing them into my chest cavity and causing pain to the 9th degree. Anyone else had experience with Neulasta? Also my chemo is taxol and carboplatin . Anyone have opinions on these drugs ? Hair loss? Sickness?,"I had taxol/carbo but never neulasta. Had 4 infusions once every 3 weeks. Lost my hair, eyebrows & eyelashes but grows back. Why didn't the surgeon tell you about broken rib?",2019-05-10 0:00:00,Facebook
58,I had my first chemo treatment on Tuesday . They also gave me Neulasta. Apparently for me at least this is the drug from hell. I ended up at the ER last. Fight with severe pain in my left lower lobe where the cancer is and feeling overall pain in general . They did a CT and it showed that during my lung surgery apparently they broke a rib ? The Neulasta produces large amounts of white blood cells and with the bone being broke it was pushing them into my chest cavity and causing pain to the 9th degree. Anyone else had experience with Neulasta? Also my chemo is taxol and carboplatin . Anyone have opinions on these drugs ? Hair loss? Sickness?,I had all 3. The worst by far was Taxol. Made the rest look like child’s play. Took Claritin with Neulasta.,2019-05-10 0:00:00,Facebook
58,I had my first chemo treatment on Tuesday . They also gave me Neulasta. Apparently for me at least this is the drug from hell. I ended up at the ER last. Fight with severe pain in my left lower lobe where the cancer is and feeling overall pain in general . They did a CT and it showed that during my lung surgery apparently they broke a rib ? The Neulasta produces large amounts of white blood cells and with the bone being broke it was pushing them into my chest cavity and causing pain to the 9th degree. Anyone else had experience with Neulasta? Also my chemo is taxol and carboplatin . Anyone have opinions on these drugs ? Hair loss? Sickness?,"Claritin, one day before, and for 3 days after helps with the neulasta. They cut a nerve and two of my ribs to get to my lung. Brutal.",2019-05-10 0:00:00,Facebook
58,I had my first chemo treatment on Tuesday . They also gave me Neulasta. Apparently for me at least this is the drug from hell. I ended up at the ER last. Fight with severe pain in my left lower lobe where the cancer is and feeling overall pain in general . They did a CT and it showed that during my lung surgery apparently they broke a rib ? The Neulasta produces large amounts of white blood cells and with the bone being broke it was pushing them into my chest cavity and causing pain to the 9th degree. Anyone else had experience with Neulasta? Also my chemo is taxol and carboplatin . Anyone have opinions on these drugs ? Hair loss? Sickness?,"I had the same carboplaton and Taxol.... wasn't too bad other than constipation, and losing my hair..of course being tired. I had 7 infusions plus radiation",2019-05-10 0:00:00,Facebook
58,I had my first chemo treatment on Tuesday . They also gave me Neulasta. Apparently for me at least this is the drug from hell. I ended up at the ER last. Fight with severe pain in my left lower lobe where the cancer is and feeling overall pain in general . They did a CT and it showed that during my lung surgery apparently they broke a rib ? The Neulasta produces large amounts of white blood cells and with the bone being broke it was pushing them into my chest cavity and causing pain to the 9th degree. Anyone else had experience with Neulasta? Also my chemo is taxol and carboplatin . Anyone have opinions on these drugs ? Hair loss? Sickness?,"I had the same treatment plus radiation. Loss my hair, was very tired but I think the worst was the Neulasta. I suffered bad bone pain but I made it through and the end results were worth it. Claritin did not help me much but I know it helps lots of people so definitely worth a try. Good luck.",2019-05-10 0:00:00,Facebook
58,I had my first chemo treatment on Tuesday . They also gave me Neulasta. Apparently for me at least this is the drug from hell. I ended up at the ER last. Fight with severe pain in my left lower lobe where the cancer is and feeling overall pain in general . They did a CT and it showed that during my lung surgery apparently they broke a rib ? The Neulasta produces large amounts of white blood cells and with the bone being broke it was pushing them into my chest cavity and causing pain to the 9th degree. Anyone else had experience with Neulasta? Also my chemo is taxol and carboplatin . Anyone have opinions on these drugs ? Hair loss? Sickness?,"I agree, drug from hell. I ended up in ER after I could not take the headache I was experiencing. And I’m use to migraines but this was different.",2019-05-10 0:00:00,Facebook
58,I had my first chemo treatment on Tuesday . They also gave me Neulasta. Apparently for me at least this is the drug from hell. I ended up at the ER last. Fight with severe pain in my left lower lobe where the cancer is and feeling overall pain in general . They did a CT and it showed that during my lung surgery apparently they broke a rib ? The Neulasta produces large amounts of white blood cells and with the bone being broke it was pushing them into my chest cavity and causing pain to the 9th degree. Anyone else had experience with Neulasta? Also my chemo is taxol and carboplatin . Anyone have opinions on these drugs ? Hair loss? Sickness?,I had carbo and taxol. Switched to carbo abraxane when I had a reaction. Neulasta is the long term version of Neupogen. It triggers a large release of WBC from your bone marrow. I was doubled over and in tremendous pain from it. The alternative was Neupogen....7 daily injections that I gave myself into my abdomen. Still sore but not bone breaking. It worked as an alternative. Hang in there!,2019-05-10 0:00:00,Facebook
58,I had my first chemo treatment on Tuesday . They also gave me Neulasta. Apparently for me at least this is the drug from hell. I ended up at the ER last. Fight with severe pain in my left lower lobe where the cancer is and feeling overall pain in general . They did a CT and it showed that during my lung surgery apparently they broke a rib ? The Neulasta produces large amounts of white blood cells and with the bone being broke it was pushing them into my chest cavity and causing pain to the 9th degree. Anyone else had experience with Neulasta? Also my chemo is taxol and carboplatin . Anyone have opinions on these drugs ? Hair loss? Sickness?,"My dad is on Neulasta after his sessions of Carbo/Etoposide. He started losing his hair after his second session and then just shaved it off. After his third round he got real bad pain, specifically in his shoulders. A lot of other people on Neulasta told me that it can cause bad pain and to take Claritin for it. No doctors or nurses ever told us that but when he asked they highly recommended it too. After starting Claritin every day, he has been pain free!",2019-05-10 0:00:00,Facebook
58,I had my first chemo treatment on Tuesday . They also gave me Neulasta. Apparently for me at least this is the drug from hell. I ended up at the ER last. Fight with severe pain in my left lower lobe where the cancer is and feeling overall pain in general . They did a CT and it showed that during my lung surgery apparently they broke a rib ? The Neulasta produces large amounts of white blood cells and with the bone being broke it was pushing them into my chest cavity and causing pain to the 9th degree. Anyone else had experience with Neulasta? Also my chemo is taxol and carboplatin . Anyone have opinions on these drugs ? Hair loss? Sickness?,"I did carbo/taxol once week for 5 weeks prior to surgery. Did not have the bone pain, was never offered nuelesta, but did have severe constipation and fatigue, but was not sick to my stomach and didn't lose my hair. I was also having radiation during that time, and lost all my arm pit hair (darn) and it's never come back. Breaking ribs is not abnormal during surgery, I had two broken. I hope your next experience is tons better!",2019-05-10 0:00:00,Facebook
58,I had my first chemo treatment on Tuesday . They also gave me Neulasta. Apparently for me at least this is the drug from hell. I ended up at the ER last. Fight with severe pain in my left lower lobe where the cancer is and feeling overall pain in general . They did a CT and it showed that during my lung surgery apparently they broke a rib ? The Neulasta produces large amounts of white blood cells and with the bone being broke it was pushing them into my chest cavity and causing pain to the 9th degree. Anyone else had experience with Neulasta? Also my chemo is taxol and carboplatin . Anyone have opinions on these drugs ? Hair loss? Sickness?,Neulasta causes bone pain. It made the bones in my legs hurt to high heaven.,2019-05-10 0:00:00,Facebook
58,I had my first chemo treatment on Tuesday . They also gave me Neulasta. Apparently for me at least this is the drug from hell. I ended up at the ER last. Fight with severe pain in my left lower lobe where the cancer is and feeling overall pain in general . They did a CT and it showed that during my lung surgery apparently they broke a rib ? The Neulasta produces large amounts of white blood cells and with the bone being broke it was pushing them into my chest cavity and causing pain to the 9th degree. Anyone else had experience with Neulasta? Also my chemo is taxol and carboplatin . Anyone have opinions on these drugs ? Hair loss? Sickness?,"I’m on carbo and etoposide and the put the neulasta patch on the last day. ( I do 3 consecutive days then off for 21)on last day. Hate the neulasta. I hurt all over, can hardly walk. Takes me another 3-4 days to feel better. No one ever told me about Claritin.",2019-05-10 0:00:00,Facebook
58,I had my first chemo treatment on Tuesday . They also gave me Neulasta. Apparently for me at least this is the drug from hell. I ended up at the ER last. Fight with severe pain in my left lower lobe where the cancer is and feeling overall pain in general . They did a CT and it showed that during my lung surgery apparently they broke a rib ? The Neulasta produces large amounts of white blood cells and with the bone being broke it was pushing them into my chest cavity and causing pain to the 9th degree. Anyone else had experience with Neulasta? Also my chemo is taxol and carboplatin . Anyone have opinions on these drugs ? Hair loss? Sickness?,I was on those 2 chemo drugs in 2016 and I did lose all my hair. In 2018 I had 2 different chemo without hair loss.,2019-05-10 0:00:00,Facebook
59,Did anyone experience hair loss from radiation in the direct area of treatment? And did it ever grow back?,https://go2foundation.org/treatments-and-side-effects/side-effect-management/hair-loss/,2019-04-13 0:00:00,https://go2foundation.org
59,Did anyone experience hair loss from radiation in the direct area of treatment? And did it ever grow back?,"Are you talking a out on your head or on your chest area? I had lung radiation, and lost my underarm hair - and it's never come back. Been close to a year now.",2019-04-13 0:00:00,Facebook
59,Did anyone experience hair loss from radiation in the direct area of treatment? And did it ever grow back?,I'm a year out and hair had not grown back.,2019-04-13 0:00:00,Facebook
59,Did anyone experience hair loss from radiation in the direct area of treatment? And did it ever grow back?,I have only had chest and so no area for hair lost- i have seen a couple of friends with stereotactic to a pin point area and had a half dollar size on their head that didn’t return- just had to be creative with hair cuts/styles and covered up,2019-04-13 0:00:00,Facebook
59,Did anyone experience hair loss from radiation in the direct area of treatment? And did it ever grow back?,My husband had whole brain radiation after he finished he lost his hAir. Before radiation it was course. His hair grew back in with a fire texture,2019-04-13 0:00:00,Facebook
59,Did anyone experience hair loss from radiation in the direct area of treatment? And did it ever grow back?,"Maybe I can get whole body radiation, and never have to shave again",2019-04-13 0:00:00,Facebook
59,Did anyone experience hair loss from radiation in the direct area of treatment? And did it ever grow back?,"I’m having focused brain radiation this week. He said I would loose my hair in the radiation area, may or may not grow back.",2019-04-13 0:00:00,Facebook
59,Did anyone experience hair loss from radiation in the direct area of treatment? And did it ever grow back?,"I lost mine with chemo and brain radiation. On a good note though, my hair grew back curly and I'm happy about it.",2019-04-13 0:00:00,Facebook
59,Did anyone experience hair loss from radiation in the direct area of treatment? And did it ever grow back?,"Mine grew back curly, but after about the fourth cut it is now straight again.",2019-04-13 0:00:00,Facebook
59,Did anyone experience hair loss from radiation in the direct area of treatment? And did it ever grow back?,I starting losing my hair in the targeted areas 2 weeks after treatment ended. I cut my hair to a bob cut then it still kept falling out and the spots got larger. I then had my hair buzzed off. My last radiation treatment was Dec 14th. It is growing back but very thin in the spots. not even close to the thickness of the hair that didn't fall out and is growing back.,2019-04-13 0:00:00,Facebook
59,Did anyone experience hair loss from radiation in the direct area of treatment? And did it ever grow back?,"I lost all my hair the first week of dec 2018, after 3 weeks of whole brain radiation. It was so painful when it was falling out so we shaved it off. My hair has finally started to grow back, exactly 4 months after completing the 20 brain radiation sessions. I currently have the same hair Demi Moore had when it was shaved off in GI Jane now",2019-04-13 0:00:00,Facebook
59,Did anyone experience hair loss from radiation in the direct area of treatment? And did it ever grow back?,I lost my hair from my chest up. Didn't lose all the hair on my head buy cut it real short was told it would help ot not fall out as bad plus less of a mess in the shower.. It all came back.,2019-04-13 0:00:00,Facebook
59,Did anyone experience hair loss from radiation in the direct area of treatment? And did it ever grow back?,I had two areas fall out after one stereotactic radUstinov treatment. It grew back after about two months.,2019-04-13 0:00:00,Facebook
60,Anyone have any experience with cold caps to reduce hair loss?,https://www.cancer.org/treatment/treatments-and-side-effects/physical-side-effects/hair-loss/cold-caps.html,2018-09-30 0:00:00,cancer.org
60,Anyone have any experience with cold caps to reduce hair loss?,"My sister in law had one for all her rounds of breast cancer chemo therapy. She has very long, curly hair. It thinned a bit, but she did not lose her hair.",2018-09-30 0:00:00,Facebook
60,Anyone have any experience with cold caps to reduce hair loss?,"I used it during my adjuvant therapy (alimta/cisplatinum). It was expensive $495 a month. I did not loose hair, my hair is thick so didn’t even notice hair loss. I tried using this time around but I would get nauseous smelling the cold of the caps (it’s weird to explain) no hair loss this time. U develop a headache in the beginning of the cold cap cause it has to numb ur head.",2018-09-30 0:00:00,Facebook
60,Anyone have any experience with cold caps to reduce hair loss?,You don't loose your hair with cisplatin and alimpta they told me. I just consisted treatment. No cold cap. Did not loose my hair. That's the only chemo that sagas you don't loose hair,2018-09-30 0:00:00,Facebook
61,My father was diagnosed with stage 4 metastasis NSCLC in March of this year. He did six cycles of chemo with immunotherapy. There has been some shrinkage on his past 2 scans. He is currently now only on immunotherapy and zometa. He is starting to feel joint pain and loss of appetite. Does anybody have recommendations to help with loss of appetite and joint pain?,https://www.cancer.org/treatment/treatments-and-side-effects/physical-side-effects/eating-problems/poor-appetite.html,2019-10-14 0:00:00,cancer.org
61,My father was diagnosed with stage 4 metastasis NSCLC in March of this year. He did six cycles of chemo with immunotherapy. There has been some shrinkage on his past 2 scans. He is currently now only on immunotherapy and zometa. He is starting to feel joint pain and loss of appetite. Does anybody have recommendations to help with loss of appetite and joint pain?,https://go2foundation.org/treatments-and-side-effects/side-effect-management/loss-of-appetite/,2019-10-14 0:00:00,https://go2foundation.org
61,My father was diagnosed with stage 4 metastasis NSCLC in March of this year. He did six cycles of chemo with immunotherapy. There has been some shrinkage on his past 2 scans. He is currently now only on immunotherapy and zometa. He is starting to feel joint pain and loss of appetite. Does anybody have recommendations to help with loss of appetite and joint pain?,"Supplement protein shakes, Ensure, etc. Over the counter lidocaine patches for areas of pain",2019-10-14 0:00:00,Facebook
61,My father was diagnosed with stage 4 metastasis NSCLC in March of this year. He did six cycles of chemo with immunotherapy. There has been some shrinkage on his past 2 scans. He is currently now only on immunotherapy and zometa. He is starting to feel joint pain and loss of appetite. Does anybody have recommendations to help with loss of appetite and joint pain?,"For joint pain, take magnesium and tumeric. Also add a probiotic for good gut health(which influences joint pain).",2019-10-14 0:00:00,Facebook
61,My father was diagnosed with stage 4 metastasis NSCLC in March of this year. He did six cycles of chemo with immunotherapy. There has been some shrinkage on his past 2 scans. He is currently now only on immunotherapy and zometa. He is starting to feel joint pain and loss of appetite. Does anybody have recommendations to help with loss of appetite and joint pain?,My oncologist put me on prednisone. It increases your appetite hands down!! It also helps you breathe better! It helped me tremendously!,2019-10-14 0:00:00,Facebook
62,My grandma was doing well with immunotherapy and it seems her symptoms were improving but lately she is now complaining of weakness and loss of appetite. Im scared that her immunotherapy isnt working or her cancer is spreading,https://www.cancer.org/treatment/treatments-and-side-effects/physical-side-effects/eating-problems/poor-appetite.html,2019-02-21 0:00:00,cancer.org
62,My grandma was doing well with immunotherapy and it seems her symptoms were improving but lately she is now complaining of weakness and loss of appetite. Im scared that her immunotherapy isnt working or her cancer is spreading,https://go2foundation.org/treatments-and-side-effects/side-effect-management/loss-of-appetite/,2019-02-21 0:00:00,https://go2foundation.org
62,My grandma was doing well with immunotherapy and it seems her symptoms were improving but lately she is now complaining of weakness and loss of appetite. Im scared that her immunotherapy isnt working or her cancer is spreading,I was on Keytruda and my tumor grew and I was in excruciating pain for 3 weeks. They had to do 18 rounds of radiation to shrink the tumor and now I'm on chemo treatments again. Feeling better. No pain.,2019-02-21 0:00:00,Facebook
63,"Hi, I need some advice from persons who have gone through immunotherapy or know someone who did: did the taste of food change and did you experience a loss in appetite? my mum is on immunotherapy since september and everything was fine until 2 weeks ago. she is suddenly very weak and lost her appetite completely. any ideas? thanks",https://www.cancer.org/treatment/treatments-and-side-effects/physical-side-effects/eating-problems/taste-smell-changes.html,2019-07-10 0:00:00,cancer.org
63,"Hi, I need some advice from persons who have gone through immunotherapy or know someone who did: did the taste of food change and did you experience a loss in appetite? my mum is on immunotherapy since september and everything was fine until 2 weeks ago. she is suddenly very weak and lost her appetite completely. any ideas? thanks",The taste of food changed for me,2019-07-10 0:00:00,Facebook
63,"Hi, I need some advice from persons who have gone through immunotherapy or know someone who did: did the taste of food change and did you experience a loss in appetite? my mum is on immunotherapy since september and everything was fine until 2 weeks ago. she is suddenly very weak and lost her appetite completely. any ideas? thanks",Been on keytruda for 3 treatments... first time I had diarrhea for a couple of days and the second treatment I was nauseated for a day but from then on I've been doing great. Keytruda is the answer in my opinion. I wish your mother well,2019-07-10 0:00:00,Facebook
63,"Hi, I need some advice from persons who have gone through immunotherapy or know someone who did: did the taste of food change and did you experience a loss in appetite? my mum is on immunotherapy since september and everything was fine until 2 weeks ago. she is suddenly very weak and lost her appetite completely. any ideas? thanks","Yes, my tastebuds have changed. No real appetite. Fatigue and lots of bone aches. I've had 6 treatments so far",2019-07-10 0:00:00,Facebook
63,"Hi, I need some advice from persons who have gone through immunotherapy or know someone who did: did the taste of food change and did you experience a loss in appetite? my mum is on immunotherapy since september and everything was fine until 2 weeks ago. she is suddenly very weak and lost her appetite completely. any ideas? thanks",Yes ! You just have to find the one thing that works for you and do it !! mine was chicken broth and wonder bread,2019-07-10 0:00:00,Facebook
63,"Hi, I need some advice from persons who have gone through immunotherapy or know someone who did: did the taste of food change and did you experience a loss in appetite? my mum is on immunotherapy since september and everything was fine until 2 weeks ago. she is suddenly very weak and lost her appetite completely. any ideas? thanks",Yes! And as soon as I got off my appetite returned- sending prayers,2019-07-10 0:00:00,Facebook
63,"Hi, I need some advice from persons who have gone through immunotherapy or know someone who did: did the taste of food change and did you experience a loss in appetite? my mum is on immunotherapy since september and everything was fine until 2 weeks ago. she is suddenly very weak and lost her appetite completely. any ideas? thanks",Only had two so far but my appetite fluctuates.,2019-07-10 0:00:00,Facebook
64,"Constantly tired and sleeping all day, loss of appetite. Are these signs that’s it’s near the end?","No I feel like that off and on for 10 years, eat foods with no taste like ginger cookies , have a protein shake for more energy, and sometime rest is what you need.",2019-04-25 0:00:00,Facebook
64,"Constantly tired and sleeping all day, loss of appetite. Are these signs that’s it’s near the end?",Sleeping is normal and I ate a lot of fruits and vegetables.drank a lot of milk,2019-04-25 0:00:00,Facebook
64,"Constantly tired and sleeping all day, loss of appetite. Are these signs that’s it’s near the end?","it's like a pregnancy, your body will tell you what it wants and not want",2019-04-25 0:00:00,Facebook
64,"Constantly tired and sleeping all day, loss of appetite. Are these signs that’s it’s near the end?","I felt like that in February for a long time and then my family took me to a&e. Turns out my neutrophils were only 0.4 and my bloods were all messed up and and I needed a blood transfusion, my kidney function was also poor too. I thought I was just tired but luckily I went in. after a week in hospital I was all sorted and back on track xxx I hope you’ll feel better soon too",2019-04-25 0:00:00,Facebook
64,"Constantly tired and sleeping all day, loss of appetite. Are these signs that’s it’s near the end?",No I felt like that too - you will get to feeling better it just takes time,2019-04-25 0:00:00,Facebook
64,"Constantly tired and sleeping all day, loss of appetite. Are these signs that’s it’s near the end?","I am terminal and I have wks when I don't eat , sleep all the time and just feel like shit it is usually my blood is all screwie. I find getting a shower and sitting in fresh air for a few minutes does wonders. Hang in there I know it's not easy",2019-04-25 0:00:00,Facebook
64,"Constantly tired and sleeping all day, loss of appetite. Are these signs that’s it’s near the end?",You are never near the end. Attitude is the answer. There are way too many people in the world that l have yet to piss off for me to join the chior invisible,2019-04-25 0:00:00,Facebook
64,"Constantly tired and sleeping all day, loss of appetite. Are these signs that’s it’s near the end?",I am always tired and food makes me sick and i am not terminal,2019-04-25 0:00:00,Facebook
64,"Constantly tired and sleeping all day, loss of appetite. Are these signs that’s it’s near the end?","No, no not the end. Please don't give up. There is always something to keep you going. Search deep. You will be in my prayers.",2019-04-25 0:00:00,Facebook
64,"Constantly tired and sleeping all day, loss of appetite. Are these signs that’s it’s near the end?","No. what cancer and what treatment are you on? If you’re on chemo, tiredness and wanting to sleep are your body trying to tell you to do that. Various things you can do to improve matters, food supplements etc.",2019-04-25 0:00:00,Facebook
64,"Constantly tired and sleeping all day, loss of appetite. Are these signs that’s it’s near the end?","I've had fluids through IV, iron infusions, blood transfusions",2019-04-25 0:00:00,Facebook
65,Looking for suggestions to beat loss of appetite and nausea. Not cannibis oil. My father stage 4 has pretty much stopped eating and drinking.,https://www.cancer.org/treatment/treatments-and-side-effects/physical-side-effects/eating-problems/poor-appetite.html,2018-04-10 0:00:00,cancer.org
65,Looking for suggestions to beat loss of appetite and nausea. Not cannibis oil. My father stage 4 has pretty much stopped eating and drinking.,https://go2foundation.org/treatments-and-side-effects/side-effect-management/loss-of-appetite/,2018-04-10 0:00:00,https://go2foundation.org
65,Looking for suggestions to beat loss of appetite and nausea. Not cannibis oil. My father stage 4 has pretty much stopped eating and drinking.,"My mom had it after radiation, didn’t barely eat or drink for 2 weeks, all 3 times of radiation. Had to get rehydrated a few times, but it got better",2018-04-10 0:00:00,Facebook
65,Looking for suggestions to beat loss of appetite and nausea. Not cannibis oil. My father stage 4 has pretty much stopped eating and drinking.,High calorie smoothies and malts,2018-04-10 0:00:00,Facebook
65,Looking for suggestions to beat loss of appetite and nausea. Not cannibis oil. My father stage 4 has pretty much stopped eating and drinking.,Ensure Plus is good to have.just mix it with water. My mother has it everyday for the past three months,2018-04-10 0:00:00,Facebook
65,Looking for suggestions to beat loss of appetite and nausea. Not cannibis oil. My father stage 4 has pretty much stopped eating and drinking.,Root beer floats,2018-04-10 0:00:00,Facebook
65,Looking for suggestions to beat loss of appetite and nausea. Not cannibis oil. My father stage 4 has pretty much stopped eating and drinking.,Adivan. THC oil.,2018-04-10 0:00:00,Facebook
65,Looking for suggestions to beat loss of appetite and nausea. Not cannibis oil. My father stage 4 has pretty much stopped eating and drinking.,We are doing super food smoothies with lots anti cancer and tummy kind things . Moringa leaves are very good,2018-04-10 0:00:00,Facebook
66,"How did you handle your chemo treatment of carboplatin/Taxol/Avastin and Tecentriq? This hit me pretty rough. On day 3-4 I fealt achy kinda like flu for a few days, then came the nausea/vomiting that my meds were not stopping. Ended up going to the ER and being kept for dehydration. Is it normal for me to go to the ER if I am unable to quit the nausea/vomiting? I mean at what point do I decide i need to go in? Some people have told me its part of chemo and i dont need to go in. Is this true? Am i just getting too worried and anxious about it? Oh and my hair is falling out in gobs. Just starting to feel somewhat normal and I already have treatment again next week.",https://go2foundation.org/treatments-and-side-effects/side-effect-management/nausea-and-vomiting/,2019-02-15 0:00:00,https://go2foundation.org
66,"How did you handle your chemo treatment of carboplatin/Taxol/Avastin and Tecentriq? This hit me pretty rough. On day 3-4 I fealt achy kinda like flu for a few days, then came the nausea/vomiting that my meds were not stopping. Ended up going to the ER and being kept for dehydration. Is it normal for me to go to the ER if I am unable to quit the nausea/vomiting? I mean at what point do I decide i need to go in? Some people have told me its part of chemo and i dont need to go in. Is this true? Am i just getting too worried and anxious about it? Oh and my hair is falling out in gobs. Just starting to feel somewhat normal and I already have treatment again next week.",https://www.cancer.org/treatment/treatments-and-side-effects/physical-side-effects/nausea-and-vomiting.html,2019-02-15 0:00:00,cancer.org
66,"How did you handle your chemo treatment of carboplatin/Taxol/Avastin and Tecentriq? This hit me pretty rough. On day 3-4 I fealt achy kinda like flu for a few days, then came the nausea/vomiting that my meds were not stopping. Ended up going to the ER and being kept for dehydration. Is it normal for me to go to the ER if I am unable to quit the nausea/vomiting? I mean at what point do I decide i need to go in? Some people have told me its part of chemo and i dont need to go in. Is this true? Am i just getting too worried and anxious about it? Oh and my hair is falling out in gobs. Just starting to feel somewhat normal and I already have treatment again next week.","I can only tell you that taxol makes hair fall out fast. I am not on taxol but Dr was mentioning that to me about that drug. I am on Carbo/ Altima hair might just thin a bit. I had the same treatment when I got dx 2,5 years ago.",2019-02-15 0:00:00,Facebook
66,"How did you handle your chemo treatment of carboplatin/Taxol/Avastin and Tecentriq? This hit me pretty rough. On day 3-4 I fealt achy kinda like flu for a few days, then came the nausea/vomiting that my meds were not stopping. Ended up going to the ER and being kept for dehydration. Is it normal for me to go to the ER if I am unable to quit the nausea/vomiting? I mean at what point do I decide i need to go in? Some people have told me its part of chemo and i dont need to go in. Is this true? Am i just getting too worried and anxious about it? Oh and my hair is falling out in gobs. Just starting to feel somewhat normal and I already have treatment again next week.",I will be starting carboplatin/Taxol at the end of the month which will also include radiation 5 days a week for 6 weeks. Not looking forward to it. Hope you feel better soon or at least the drugs do their job like we need them to. Hang in there! ,2019-02-15 0:00:00,Facebook
66,"How did you handle your chemo treatment of carboplatin/Taxol/Avastin and Tecentriq? This hit me pretty rough. On day 3-4 I fealt achy kinda like flu for a few days, then came the nausea/vomiting that my meds were not stopping. Ended up going to the ER and being kept for dehydration. Is it normal for me to go to the ER if I am unable to quit the nausea/vomiting? I mean at what point do I decide i need to go in? Some people have told me its part of chemo and i dont need to go in. Is this true? Am i just getting too worried and anxious about it? Oh and my hair is falling out in gobs. Just starting to feel somewhat normal and I already have treatment again next week.","They should be giving you drugs for nausea.
Is there no Home Care for you. They came to my house to hydrate me with iv",2019-02-15 0:00:00,Facebook
66,"How did you handle your chemo treatment of carboplatin/Taxol/Avastin and Tecentriq? This hit me pretty rough. On day 3-4 I fealt achy kinda like flu for a few days, then came the nausea/vomiting that my meds were not stopping. Ended up going to the ER and being kept for dehydration. Is it normal for me to go to the ER if I am unable to quit the nausea/vomiting? I mean at what point do I decide i need to go in? Some people have told me its part of chemo and i dont need to go in. Is this true? Am i just getting too worried and anxious about it? Oh and my hair is falling out in gobs. Just starting to feel somewhat normal and I already have treatment again next week.",I had the Cisplatin Taxol combo. It's rough! My sympathy. Seemed like I was super sick the first week and super achy the second. Used Zofran for nausea and Tramadol for discomfort. THC was helpful and my Dr wrote a script for Meranol. (SP?) Drink tons of water. I weigh 200 and I tried to drink 2 gallons daily. I found soaking in a hot bath helped with the achiness. Bath bombs became an item on our shopping list. Good luck friend. Stay strong. This treatment was only for a few months for me. Hope its over quickly for you.,2019-02-15 0:00:00,Facebook
